,title,year,genre,synopsis
4320,오 마이 그랜파,2016,영화,"결혼을 앞둔 그에게 생긴 특별한 여행. 할머니 장례식 후, 할아버지를 휴양지로 모셔다드리기로 한 것. 골 때리는 사건이 미친 듯 터지는 게 문제인데. 꽉 막힌 손자와 세상 쿨한 할아버지의 요란한 휴가. 여기에 숨은 의도가 있었다면?"
4321,암수살인,2018,영화,"수감 중인 살인범이 형사에게 전화를 걸어온다. 추가 살인을 언급하더니, 영치금과 물품을 요구하며 조금씩 흘리는 정보. 거짓이 교묘하게 섞여 있지만, 형사의 촉은 속일 수 없다. 분명 단서가 있을 것이다."
4322,커뮤터,2018,영화,퇴근길 통근 열차에 오른 보험 판매원. 한 승객이 그에게 접근해 수상한 제안을 한다. '프린’이라는 사람의 가방을 30분 이내에 찾으면 거액을 주겠다는 것. 하지만 제안을 거절하면 가족이 위험에 빠진다. 이 미션의 정체는 무엇인가.
4323,변산,2018,영화,"큰 꿈을 안고 상경했건만, 몇 년째 서울 종살이(?) 중인 무명 래퍼 학수. 어느 날 한 통의 전화를 받고 고향에 내려간다. 다신 가고 싶지 않았던 그곳에서, 지우려 했던 흑역사가 자꾸 소환되는데. 나 시방 서울 가야 쓰겄다!"
4324,뺑반,2019,영화,"경찰 내사과 은시연. 비리 용의자 F1 레이서 재철을 향해 수사망을 좁히던 중 뺑소니 전담반, 일명 '뺑반'으로 좌천된다. 알고 보니 뺑반도 재철을 수사 중. 물불 안 가리는 스피드광, 네 놈을 잡으러 최강 팀플레이 뺑반이 간다!"
4325,이미테이션 게임,2014,영화,24시간마다 바뀌어 해독이 불가한 나치 암호. 그럼에도 반드시 풀어내라는 임무가 천재 수학자에게 떨어진다. 독일군의 총공세에 연합군이 수세에 몰린 상황. '완벽한 암호'를 해독해 수많은 목숨을 구하고 전쟁을 승리로 이끌 수 있을까.
4326,허리케인 하이스트,2018,영화,"초대형 허리케인이 상륙한다. 대피령으로 도시가 텅 빈 틈을 타 미국 재무부의 6억 달러를 훔치려는 범죄 조직. 이를 저지하기 위해 특수 요원과 기상학자가 나선다. 범죄를 막을 기회는 태풍의 눈 속에 있다. 돌진하라, 태풍 속으로."
4327,미씽: 사라진 여자,2016,영화,"이혼 후 육아와 일로 힘든 지선. 아이를 돌봐주는 보모 한매가 늘 고맙다. 그런데 한매가 아이와 함께 사라졌다. 전남편도, 경찰도 믿어주지 않자 직접 찾아 나선 지선. 조금씩 드러나는 한매의 실체에 몸서리친다. 대체 그녀는 누군가?"
4328,테일 오브 더 시티,2019,드라마 NETFLIX ORIGINAL,"20년 만에 샌프란시스코를 찾은 메리 앤. 갑자기 그녀가 돌아온 이유는 뭘까? 흠 좀 있어도 자기 잘난 맛에 사는 괴짜 공동체, 바버리 레인에 새로운 폭풍이 몰려온다."
4329,심야식당2,2016,영화,"심야식당에 불이 켜지면 사람들의 이야기도 시작된다. 일도 사랑도 안 풀리는 출판사 편집자, 아들과 갈등을 겪는 중년 여성, 보이스피싱 사기를 당한 할머니. 저마다 고단한 인생, 소박하게 차려 낸 음식 한 그릇에 따뜻한 위로를 받는다."
4330,레슬러,2018,영화,"레슬링 국가대표였지만 지금은 아들만 바라보는 싱글 대디 귀보. 어느 날, 국가대표 선발전을 앞둔 아들이 레슬링을 그만두겠단다. 이것도 모자라 노모의 잔소리에 아들 친구의 뜬금없는 고백까지 겹치며, 평범했던 그의 삶이 발칵 뒤집힌다."
4331,말리부 주니어 구조대: 더 시리즈,2019,드라마 NETFLIX ORIGINAL,"주니어 구조대 훈련을 통과한 밸리 아이들. 우리의 도다리 팀이 말리부 해변을 지키러 돌아온다! 이제 그들을 믿고 여름을 시원하게 즐겨보자. 뭐, 어쨌든 구조대니까?"
4332,말리부 주니어 구조대,2019,영화 NETFLIX ORIGINAL,"인생의 최대 관심사가 장난인 십 대 소년. 사고는 이제 그만, 넘치는 에너지를 주니어 해상 구조대에 쏟아라. 부모님 말씀대로 하고 싶지만, 몸이 근질거려 미치겠는걸?"
4333,오버로드,2016,드라마,2138년. 12년 동안 운영된 가상현실게임 '위그드라실'이 서비스 종료를 앞둔 시점. 마지막으로 게임에 접속했다가 홀로 남겨진 플레이어 앞에 상상도 못 했던 새로운 세계가 펼쳐진다. 대체 무슨 일이 벌어진 것인가? 그리고 왜?
4334,스페이스 비트윈 어스,2016,영화,"화성에서 태어나고 자란 소년. 나의 부모님은 어떤 사람이고, 그들이 살았던 지구는 어떤 곳일까? 궁금한 게 너무도 많은 그가 16년 만에 낯선 행성으로 여행을 떠난다."
4335,백악관 최후의 날,2013,영화,북한의 테러 공격으로 초토화된 백악관에서 대통령을 구하라! 불의의 사고로 자리에서 물러나게 된 비밀경호국 요원이 국가의 부름에 답한다. 전 국가적 비상사태를 돌파할 수 있는 마지막 희망. 그런 그가 고독한 싸움을 시작한다.
4336,심야식당 (극장판),2015,영화,"번화가의 뒷골목. 도시의 화려함을 잊은 이곳엔 삶의 시름을 지워주는 한 끼가 있다. 업무에 찌든 직장인도, 외로움을 달랠 길 없는 영혼도. 모두 인생의 봇짐을 풀어 놓을 수 있는 곳. 마스터의 정성스러운 밥상으로 여러분을 초대합니다."
4337,셜록: 유령신부,2016,영화,1890년대 런던. 웨딩드레스를 입은 채 사망한 신부. 그녀의 원혼이 사람들의 목숨을 노린다. 연쇄 살인 사건의 미스터리를 풀기 위해 나선 셜록. 정녕 망령이 꾸며낸 사건일까. 그 진실을 파헤친다. 《셜록 홈즈》 스페셜 에피소드.
4338,본딩,2019,드라마 NETFLIX ORIGINAL,"뉴욕의 대학원생 티프, 그녀의 부업은 도미나트릭스. 특별한 성적 취향을 가진 남성들의 지배자다. 게이 친구 피트가 티프의 조수로 합류하며, 둘은 진하게 엮이게 된다."
4339,고지전,2011,영화,"최전방 애록고지에서 전사한 중대장의 시신에서 아군의 총알이 발견됐다. 진실을 파헤치기 위해 악어부대로 파견된 강은표 중위. 생사도 몰랐던 오랜 친구와의 재회도 잠시, 하루에도 몇십 명이 죽어 나가는 고지전의 실체와 마주한다."
4340,코바야시네 메이드래곤,2017,드라마,"오늘도 숙취에 시달리며 출근길에 나서는 코바야시. 그런데 현관문을 연 순간, 헉! 무시무시한 드래곤이 버티고 있다. 은혜를 갚겠다며 메이드로 변신하는 드래곤. 상큼 과격한 메이드와 권태에 찌든 직장녀의 동거 생활은 이렇게 시작되었다."
4341,검은 미로,2019,드라마 NETFLIX ORIGINAL,"벨기에의 외진 마을, 숲에서 목을 맨 여자의 시신이 발견된다. 그녀의 죽음에 얽힌 수많은 비밀, 기이한 숲의 그림자. 어쩌면 이 마을 전체가 거대한 미로일지도 모른다."
4342,범죄와의 전쟁: 나쁜놈들 전성시대,2012,영화,"80년대 부산, 해고 위기에 처한 말단 부패 공무원. 마약 밀수출을 계기로 깡패 보스와 결탁해 부산을 접수한다. 하지만 전성기를 누린 지 수년, 정부가 범죄와의 전쟁을 선포하며 기반이 위태로워지는데. 그의 전성시대는 계속될 것인가."
4343,성난황소,2018,영화,"느낌 오지? 사람 잘못 건드린 거. 과거를 잊은 채 조용히 살아온 동철. 어느 날 아내가 납치되고, 한 통의 전화가 걸려온다. 돈을 줄 테니 대신 아내를 달라고 하는 납치범. 순간 동철은 분노하고, 잠들어있던 그의 맨주먹이 폭주한다."
4344,지니,2019,드라마 NETFLIX ORIGINAL,페트라로 수학여행을 간 고등학교. 이곳에서 지니가 인간세계에 합류한다. 선한 지니와 악한 지니의 팽팽한 대립. 초자연적인 힘이 폭발하는 놀라운 싸움이 시작된다.
